F001,TEST00001
PR_F006_L1,B0021018RNAEXT,B0020961RNAEXT,B0020973RNAEXT,B0020985RNAEXT,B0021025RNAEXT,B0020998RNAEXT,B0020292RNAEXT,B0021120RNAEXT,B0021252RNAEXT,B0021225RNAEXT,B0021122RNAEXT,B0022357RNAEXT,B0020979RNAEXT,B0020964RNAEXT,B0020976RNAEXT,B0021010RNAEXT,B0021015RNAEXT,B0020559RNAEXT,B0022358RNAEXT,B0021013RNAEXT,B0021000RNAEXT,B0020561RNAEXT,B0021047RNAEXT,B0021029RNAEXT,B0021041RNAEXT,B0021001RNAEXT,B0020975RNAEXT,B0022366RNAEXT,B0000000RETEXT,B0020558RNAEXT,B0020359RNAEXT,B0021226RNAEXT,B0021042RNAEXT,B0020958RNAEXT,B0021119RNAEXT,B0020972RNAEXT,B0021247RNAEXT,B0020974RNAEXT,B0022367RNAEXT,B0020358RNAEXT,B0020996RNAEXT,B0021009RNAEXT,B0021241RNAEXT,B0020983RNAEXT,B0021026RNAEXT
PR_F007_L3,B0016766RNAEXT,B0016670RNAEXT,B0016613RNAEXT,B0016658RNAEXT,B0016630RNAEXT,B0016767RNAEXT,B0016618RNAEXT,B0016792RNAEXT,B0016670STOEXT,B0016745RNAEXT,B0016589STOEXT,B0016797RNAEXT,B0016620RNAEXT,B0016673RNAEXT,B0016743RNAEXT,B0016789RNAEXT,B0016672RNAEXT,B0016649RNAEXT,B0016625RNAEXT,B0016784RNAEXT,B0016608RNAEXT,B0016661RNAEXT,B0016765RNAEXT,B0016790RNAEXT,B0016664RNAEXT,B0016598RNAEXT,B0016747RNAEXT,B0016593RNAEXT,B0016764RNAEXT,B0016783RNAEXT,B0016775RNAEXT,B0016644RNAEXT,B0016615RNAEXT,B0016611RNAEXT,B0016653RNAEXT,B0016776RNAEXT,B0016648RNAEXT,B0016663RNAEXT,B0016773RNAEXT,B0016800RNAEXT,B0016622RNAEXT,B0016616RNAEXT,B0016662RNAEXT,B0016643RNAEXT,B0016733RNAEXT,B0016794RNAEXT,B0016621RNAEXT,B0016777RNAEXT,B0016738RNAEXT,B0016651RNAEXT,B0016650RNAEXT,B0016756RNAEXT,B0016626RNAEXT,B0016751RNAEXT,B0016597RNAEXT,B0016735RNAEXT,B0016739RNAEXT,B0016749RNAEXT,B0016799RNAEXT,B0016591RNAEXT,B0016742RNAEXT,B0016606RNAEXT,B0016748RNAEXT,B0016744RNAEXT,B0016596RNAEXT,B0016671RNAEXT,B0016793RNAEXT,B0016641RNAEXT,B0016617RNAEXT,B0016629RNAEXT,B0016590RNAEXT,B0016612RNAEXT,B0016594RNAEXT,B0016752RNAEXT,B0016785RNAEXT,B0016750RETEXT,B0016782RNAEXT,B0016768RNAEXT,B0016601RNAEXT,B0016642RNAEXT,B0016774RNAEXT,B0016812RNAEXT,B0016614RNAEXT,B0016588RETEXT,B0016734RETEXT,B0016656RNAEXT,B0016607RNAEXT,B0016610RNAEXT,B0016619RNAEXT,B0016801RNAEXT,B0016755RNAEXT,B0016736RNAEXT,B0016791RNAEXT,B0016798RNAEXT,B0016746RNAEXT,B0016737RNAEXT,B0016740RNAEXT,B0016667RETEXT,B0016609RNAEXT,B0016599RNAEXT,B0016623RNAEXT,B0016638STOEXT,B0016763RNAEXT,B0016795RNAEXT,B0016600RNAEXT,B0016654RNAEXT,B0016659RNAEXT,B0016741RNAEXT,B0016628RNAEXT,B0016595RNAEXT,B0016657RNAEXT,B0016655RNAEXT,B0016627RNAEXT,B0016660RNAEXT
PR_F007_L4,B0016665RNAEXT,B0016804RNAEXT,B0016846RNAEXT,B0016824RNAEXT,B0016760RNAEXT,B0016724RNAEXT,B0016711RNAEXT,B0016707RNAEXT,B0016815RNAEXT,B0016843RNAEXT,B0016781RNAEXT,B0016718RNAEXT,B0016759RNAEXT,B0016788RNAEXT,B0016710RNAEXT,B0016897RNAEXT,B0016678RNAEXT,B0016705RNAEXT,B0016635RNAEXT,B0016647RNAEXT,B0016732RETEXT,B0016902RNAEXT,B0016771RNAEXT,B0016640RNAEXT,B0016802STOEXT,B0016717RNAEXT,B0016605STOEXT,B0016835RNAEXT,B0016587STOEXT,B0016727RNAEXT,B0016845RNAEXT,B0016713RNAEXT,B0016725RNAEXT,B0016779RNAEXT,B0016712RNAEXT,B0016702RNAEXT,B0016645RNAEXT,B0016696RNAEXT,B0016805RNAEXT,B0016714RNAEXT,B0016830RNAEXT,B0016778RNAEXT,B0016820RNAEXT,B0016703RNAEXT,B0016842STOEXT,B0016901RNAEXT,B0016792STOEXT,B0016821RNAEXT,B0016813RNAEXT,B0016633RNAEXT,B0016731RNAEXT,B0016701RNAEXT,B0016787RNAEXT,B0016666RNAEXT,B0016823RNAEXT,B0016796RNAEXT,B0016809RNAEXT,B0016803RNAEXT,B0016816RNAEXT,B0016740STOEXT,B0016704RNAEXT,B0016786RNAEXT,B0016808RNAEXT,B0016681RNAEXT,B0016687RNAEXT,B0016634RNAEXT,B0016757RNAEXT,B0016728RNAEXT,B0016636RNAEXT,B0016677RNAEXT,B0016723RNAEXT,B0016637RNAEXT,B0016708RNAEXT,B0016772RNAEXT,B0016802RNAEXT,B0016726RNAEXT,B0016715RNAEXT,B0016818RNAEXT,B0016624RNAEXT,B0016780RNAEXT,B0016810RNAEXT,B0016836RNAEXT,b0016719RNAEXT,B0016729RNAEXT,B0016806RNAEXT,B0016722RNAEXT,B0016693RNAEXT,B0016900RNAEXT,B0016638RNAEXT,B0016709RNAEXT,B0016822RNAEXT,B0016829RNAEXT,B0016833RNAEXT,B0016639RNAEXT,B0016592RNAEXT,B0016632RNAEXT,B0016753RNAEXT,B0016807RNAEXT,B0016721RNAEXT,B0016803STOEXT,B0016814RNAEXT,B0016758RNAEXT,B0016720RNAEXT,B0016811RNAEXT,B0016730RNAEXT,B0016646RNAEXT,B0016754RNAEXT,B0016716RNAEXT,B0016819RNAEXT,B0016817RNAEXT,B0016679RNAEXT
PR_F007_LB,B0017238RNAEXT,B0017159RNAEXT,B0017222RNAEXT,B0017143RNAEXT,B0017225RNAEXT,B0017150RNAEXT,B0017217RNAEXT,B0017248RNAEXT,B0016763STOEXT,B0017221RNAEXT,B0016921RNAEXT,B0017158RNAEXT,B0016953RNAEXT,B0017233RNAEXT,B0017142RNAEXT,B0016923RNAEXT,B0016944RNAEXT,B0017230RNAEXT,B0016943RNAEXT,B0017229RNAEXT,B0017186RNAEXT,B0017223RNAEXT,B0017176RNAEXT,B0017172RNAEXT,B0016924RNAEXT,B0017187RNAEXT,B0017243RNAEXT,B0016894RNAEXT,B0016942RNAEXT,B0016891RNAEXT,B0017246RNAEXT,B0016930RNAEXT,B0016956RNAEXT,B0017152RNAEXT,B0017173RNAEXT,B0017242RNAEXT,B0017135RNAEXT,B0017154RNAEXT,B0017068STOEXT,B0017241RNAEXT,B0017235RNAEXT,B0016893RNAEXT,B0016934RETEXT,B0016931RNAEXT,B0017185RNAEXT,B0017146RNAEXT,B0017239RNAEXT,B0017132RNAEXT,B0017179RNAEXT,B0017228RNAEXT,B0017219RNAEXT,B0017178RNAEXT,B0017171RNAEXT,B0017130RNAEXT,B0016918RNAEXT,B0016896RNAEXT,B0017226RNAEXT,B0016932RNAEXT,B0017237RNAEXT,B0016920RNAEXT,B0017216RNAEXT,B0017211RNAEXT,B0017212RNAEXT,B0017224RNAEXT,B0016892RNAEXT,B0016929RNAEXT,B0017149RNAEXT,B0017210RNAEXT,B0017153RNAEXT,B0017136RNAEXT,B0017161RNAEXT,B0017069STOEXT,B0016954RNAEXT,B0017196RNAEXT,B0017134RNAEXT,B0017151RNAEXT,B0017245RNAEXT,B0017247RNAEXT,B0017157RNAEXT,B0017231RNAEXT,B0017148RNAEXT,B0017163RNAEXT,B0017240RNAEXT,B0017218RNAEXT,B0017220RNAEXT,B0016919RNAEXT,B0017177RNAEXT,B0017129RNAEXT,B0016955RNAEXT,B0017213RNAEXT,B0017234RNAEXT,B0017180RNAEXT,B0016895RNAEXT,B0016945RNAEXT,B0017199RNAEXT,B0016899RNAEXT,B0017147RNAEXT,B0017236RNAEXT,B0017227RNAEXT,B0017162RNAEXT,B0016898RNAEXT,B0017174RNAEXT,B0017156RNAEXT,B0017175RNAEXT,B0017206RNAEXT,B0017188RNAEXT,B0017253RNAEXT,B0017165RNAEXT,B0017250RNAEXT,B0017164RNAEXT,B0017251RNAEXT,B0017160RNAEXT
PR_F007_RB,B0017111RETEXT,B0017074RNAEXT,B0017100RNAEXT,B0017252RNAEXT,B0017168RNAEXT,B0017264RNAEXT,B0017113RNAEXT,B0017263RNAEXT,B0016844RNAEXT,B0016841RNAEXT,B0017133RNAEXT,B0016698RNAEXT,B0017272RNAEXT,B0016878RNAEXT,B0016691RNAEXT,B0016683RNAEXT,B0016873RNAEXT,B0017192RNAEXT,B0017098RNAEXT,B0016990RNAEXT,B0017257RNAEXT,B0016982RNAEXT,B0016987RNAEXT,B0017166RNAEXT,B0016869RNAEXT,B0016866RNAEXT,B0016879RNAEXT,B0016827RNAEXT,B0016762RNAEXT,B0017072RNAEXT,B0017119RNAEXT,B0017273RETEXT,B0017094RNAEXT,B0016694RNAEXT,B0016769RNAEXT,B0016690RNAEXT,B0017035STOEXT,B0016872RNAEXT,B0017200RNAEXT,B0016882RNAEXT,B0017202RNAEXT,B0016937RETEXT,B0016888RNAEXT,B0016957RNAEXT,B0016847RNAEXT,B0017137RNAEXT,B0016969RNAEXT,B0017090RNAEXT,B0017140RNAEXT,B0016859RNAEXT,B0017099RNAEXT,B0016855RNAEXT,B0017197RNAEXT,B0017182RNAEXT,B0017081RNAEXT,B0016998RNAEXT,B0016825RNAEXT,B0017118RNAEXT,B0016877RNAEXT,B0017115RNAEXT,B0017107RNAEXT,B0017114RNAEXT,B0017127RNAEXT,B0017259RNAEXT,B0017258RNAEXT,B0016834RNAEXT,B0017189RNAEXT,B0016870RNAEXT,B0017207RNAEXT,B0017075RNAEXT,B0016856RNAEXT,B0017249RNAEXT,B0016983RNAEXT,B0017120RNAEXT,B0016874RNAEXT,B0017269RNAEXT,B0016849RNAEXT,B0017073RNAEXT,B0016986RNAEXT,B0016988RNAEXT,B0017108RETEXT,B0017079RNAEXT,B0016968RNAEXT,B0017181RNAEXT,B0017124RNAEXT,B0017102RNAEXT,B0017095RNAEXT,B0016887RNAEXT,B0016861RNAEXT,B0016864RNAEXT,B0017170RNAEXT,B0016979RNAEXT,B0017191RNAEXT,B0016985RNAEXT,B0017015RNAEXT,B0017215RNAEXT,B0016669RNAEXT,B0017014RNAEXT,B0016976RNAEXT,B0016676RNAEXT,B0017201RNAEXT,B0016857RETEXT,B0017128RNAEXT,B0016697RNAEXT,B0016854RNAEXT,B0016680RNAEXT,B0017109RETEXT,B0017123RNAEXT,B0016875RNAEXT,B0016674RNAEXT,B0017008RNAEXT,B0016889RNAEXT,B0016975RNAEXT,B0016981RNAEXT,B0016996RNAEXT,B0016838RNAEXT,B0016858RNAEXT,B0016886RNAEXT,B0016980RNAEXT,B0016868RNAEXT,B0016958RNAEXT,B0016977RNAEXT,B0017004RNAEXT,B0017190RNAEXT,B0016865RNAEXT,B0016692RNAEXT,B0017145RNAEXT,B0016974RNAEXT,B0017033RNAEXT,B0016972RNAEXT,B0016885RNAEXT,B0017063STOEXT,B0016695RNAEXT,B0017110RNAEXT,B0017003RNAEXT,B0017020STOEXT,B0017101RNAEXT,B0016684RNAEXT,B0017005RNAEXT,B0017041RETEXT,B0016837RNAEXT,B0017028RNAEXT,B0017080RNAEXT,B0016880RNAEXT,B0017270RNAEXT,B0017016RNAEXT,B0016884RNAEXT,B0017105RNAEXT,B0016989RNAEXT,B0016851RNAEXT,B0017208RNAEXT,B0017144RNAEXT,B0016675RNAEXT,B0017169RNAEXT,B0016828RNAEXT,B0016831RNAEXT,B0016839RNAEXT,B0017167RNAEXT,B0017214RNAEXT,B0016685RNAEXT,B0016853STOEXT,B0016852RNAEXT,B0016761RNAEXT,B0016682RNAEXT,B0016883RNAEXT,B0016995RNAEXT,B0017139RNAEXT,B0016860RNAEXT,B0017138RNAEXT,B0017183RNAEXT,B0017013RNAEXT,B0016881RNAEXT,B0017121RNAEXT,B0016867RETEXT,B0017129STOEXT,B0017184RNAEXT,B0016984RNAEXT,B0016871RNAEXT,B0017112RNAEXT,B0017262RNAEXT,B0016840RNAEXT,B0017276RNAEXT,B0017204RNAEXT,B0017117RNAEXT,B0017125RNAEXT,B0016850RNAEXT,B0017104RNAEXT,B0017032RNAEXT,B0016699RNAEXT,B0016862RNAEXT,B0016853RNAEXT,B0017130STOEXT,B0016688RNAEXT,B0016848RNAEXT,B0016668RNAEXT,B0017126RNAEXT,B0017116RNAEXT,B0017097RNAEXT,B0016700RNAEXT,B0017091RNAEXT,B0017029RNAEXT,B0016978RNAEXT,B0017193RNAEXT,B0016997STOEXT,B0016997RNAEXT,B0017106RNAEXT,B0017078RNAEXT,B0016686RNAEXT,B0016689RNAEXT,B0017096RNAEXT,B0016876RNAEXT,B0017195RETEXT,B0017131RNAEXT,B0017256RNAEXT,B0016826RNAEXT,B0016832RNAEXT,B0017141RNAEXT,B0017261RNAEXT,B0017122RNAEXT,B0016863RNAEXT,B0017203RNAEXT
PR_F008_R2,B0020418RNAEXT,B0020987RNAEXT,B0019636RNAEXT,B0021431RNAEXT,B0021021RNAEXT,B0021213RNAEXT,B0020962RNAEXT,B0020538RNAEXT,B0020989RNAEXT,B0014440RNAEXT,B0021404RNAEXT,B0014247RNAEXT,B0020102RNAEXT,B0020982RNAEXT,B0021598RNAEXT,B0020965RNAEXT,B0022144RNAEXT,B0021019RNAEXT,B0021231STOEXT,B0014275RNAEXT,B0020560RNAEXT,B0020993RNAEXT,B0020988RNAEXT,B0020963RNAEXT,B0021274RNAEXT,B0020825RNAEXT,B0021407RNAEXT,B0014445RNAEXT,B0021413RNAEXT,B0021593RNAEXT,B0020960RNAEXT,B0021121RNAEXT,B0014223RNAEXT,B0021246RNAEXT,B0022140RNAEXT,B0021043RNAEXT,B0020986RNAEXT,B0020339RNAEXT,B0014132STOEXT,B0021116RETEXT,B0021015STOEXT,B0020997RNAEXT,B0021002RNAEXT,B0020984RNAEXT,B0020977RNAEXT,B0020535RNAEXT,B0014172STOEXT,B0019191RNAEXT,B0021296RETEXT,B0021397RNAEXT,B0014232RNAEXT,B0020978RNAEXT,B0014245RNAEXT,B0022109RNAEXT
PR_F008_RB,B0016905RNAEXT,B0017053RNAEXT,B0017062RNAEXT,B0016904RNAEXT,B0016951RNAEXT,B0016991RNAEXT,B0016939RNAEXT,B0016965RNAEXT,B0016512RNAEXT,B0016525RNAEXT,B0016528RNAEXT,B0017023RNAEXT,B0016575RNAEXT,B0016536RNAEXT,B0016582RNAEXT,B0017006RNAEXT,B0016570RNAEXT,B0016569RNAEXT,B0016579RNAEXT,B0017021RNAEXT,B0017039RNAEXT,B0017054RNAEXT,B0017007RNAEXT,B0016903RNAEXT,B0017011RNAEXT,B0016565RNAEXT,B0017067RNAEXT,B0016583RNAEXT,B0017002RNAEXT,B0016498RNAEXT,B0016960RNAEXT,B0016910RNAEXT,B0016574RNAEXT,B0016963RNAEXT,B0016550RETEXT,B0016497RNAEXT,B0016578RNAEXT,B0016558RNAEXT,B0016547RNAEXT,B0017031RNAEXT,B0017063RNAEXT,B0016952RNAEXT,B0016900STOEXT,B0016571RNAEXT,B0016938RNAEXT,B0017066RNAEXT,B0016530RNAEXT,B0017071RNAEXT,B0017019RNAEXT,B0017049RNAEXT,B0016915RNAEXT,B0017050RNAEXT,B0017070RNAEXT,B0017010RNAEXT,B0016909RNAEXT,B0017052RNAEXT,B0017059RNAEXT,B0016521RNAEXT,B0016409STOEXT,B0016948RNAEXT,B0017038RNAEXT,B0017044RNAEXT,B0016936RNAEXT,B0016567RNAEXT,B0016992RNAEXT,B0017034RNAEXT,B0016514RNAEXT,B0016539RNAEXT,B0016941RNAEXT,B0016908RNAEXT,B0017058RNAEXT,B0016555RNAEXT,B0016563RNAEXT,B0016538RNAEXT,B0016949RNAEXT,B0017083RNAEXT,B0016927RNAEXT,B0016935RNAEXT,B0017025RNAEXT,B0016580RNAEXT,B0016492RNAEXT,B0016940RNAEXT,B0017047RNAEXT,B0016508RNAEXT,B0017087RNAEXT,B0017040RNAEXT,B0016584RNAEXT,B0017089RNAEXT,B0016526RNAEXT,B0016573RNAEXT,B0016971RNAEXT,B0016973RNAEXT,B0017037RNAEXT,B0016527RNAEXT,B0016560RNAEXT,B0016561RNAEXT,B0017076RNAEXT,B0016961RNAEXT,B0016543RNAEXT,B0017000RNAEXT,B0017026RNAEXT,B0017077RNAEXT,B0016559RNAEXT,B0017009RNAEXT,B0016920STOEXT,B0016946RNAEXT,B0017092RNAEXT,B0016922RNAEXT,B0017060RNAEXT,B0016994RNAEXT,B0017084RNAEXT,B0016916RNAEXT,B0017064RNAEXT,B0016522RNAEXT,B0017035RNAEXT,B0017068RNAEXT,B0016537RNAEXT,B0016533RNAEXT,B0017088RNAEXT,B0016999RNAEXT,B0016552RNAEXT,B0016549RNAEXT,B0016959RNAEXT,B0016572RNAEXT,B0016556RNAEXT,B0016962RNAEXT,B0016605RNAEXT,B0017001RNAEXT,B0016534RNAEXT,B0016603RNAEXT,B0017020RNAEXT,B0016523RNAEXT,B0016541RETEXT,B0016917RNAEXT,B0016553RNAEXT,B0017055RNAEXT,B0016970RNAEXT,B0016928RNAEXT,B0017048RNAEXT,B0016966RNAEXT,B0016967RNAEXT,B0016947RNAEXT,B0016993RNAEXT,B0017022RNAEXT,B0016933RNAEXT,B0016926RNAEXT,B0016602RNAEXT,B0016548RNAEXT,B0016520RNAEXT,B0016581RNAEXT,B0016529RNAEXT,B0017065RNAEXT,B0016554RETEXT,B0016557RNAEXT,B0016587RNAEXT,B0016913RNAEXT,B0017051RNAEXT,B0017056RNAEXT,B0016545RNAEXT,B0017018RNAEXT,B0016540RNAEXT,B0016568RNAEXT,B0017069RNAEXT,B0016911RNAEXT,B0017036RNAEXT,B0016912RNAEXT,B0017194RNAEXT,B0017061RNAEXT,B0016586RNAEXT,B0016907RNAEXT,B0016551RNAEXT,B0017086RNAEXT,B0017085RNAEXT,B0016535RNAEXT,B0016564RNAEXT,B0017012RNAEXT,B0016532RNAEXT,B0017017RNAEXT,B0016585RNAEXT,B0017042RNAEXT,B0017030RNAEXT,B0016542RNAEXT,B0017082RNAEXT,B0016566RNAEXT,B0016577RNAEXT,B0016544RNAEXT,B0016914RNAEXT,B0016524RNAEXT,B0017027RNAEXT,B0017024RNAEXT,B0016906RNAEXT,B0016950RNAEXT,B0016576RNAEXT,B0016546RNAEXT,B0016562RNAEXT,B0016499RNAEXT,B0017093RNAEXT,B0016964RNAEXT,B0017043RNAEXT,B0016925RNAEXT
PR_FZ001_S1,B0021076RNAEXT,B0021071RNAEXT,B0020911RNAEXT,B0021011RNAEXT,B0021064RNAEXT,B0021003RNAEXT,B0020959RNAEXT,B0020942RNAEXT,B0021080RNAEXT,B0020949RNAEXT,B0020948RNAEXT,B0021040RNAEXT,B0021061RNAEXT,B0021063RNAEXT,B0021084RNAEXT,B0021079RNAEXT,B0021007RNAEXT,B0021056RNAEXT,B0021030RNAEXT,B0021060RNAEXT,B0021068RNAEXT,B0020990RNAEXT,B0021073RNAEXT,B0020941RNAEXT,B0021105RNAEXT,B0020953RNAEXT,B0021036RNAEXT,B0021016RNAEXT,B0020966RNAEXT,B0020971RNAEXT,B0021228RNAEXT,B0020947RNAEXT,B0020980RNAEXT,B0021022RNAEXT,B0020970RNAEXT,B0020951RNAEXT,B0021051RNAEXT,B0021074RNAEXT,B0021238RNAEXT,B0020944RNAEXT,B0021038RNAEXT,B0021240RNAEXT,B0021104RNAEXT,B0021057RNAEXT,B0020940RNAEXT,B0020957RNAEXT,B0020952RNAEXT,B0021046RNAEXT,B0021058RNAEXT,B0021028RNAEXT,B0021094RNAEXT,B0020946RNAEXT,B0020968RNAEXT,B0021082RNAEXT,B0020954RNAEXT,B0020904RNAEXT,B0020955RNAEXT,B0021083RNAEXT,B0021088RNAEXT,B0020939RNAEXT,B0020932RNAEXT,B0021014RNAEXT,B0021100RNAEXT,B0021004RNAEXT,B0021113RETEXT,B0020995RNAEXT,B0020981RNAEXT,B0021070RNAEXT,B0021069RNAEXT,B0021075RNAEXT,B0021039RNAEXT,B0021054RNAEXT,B0021017RNAEXT,B0020992RNAEXT,B0020909RNAEXT,B0021055RNAEXT,B0020936RNAEXT,B0020991RNAEXT,B0021044RNAEXT,B0021092RNAEXT,B0021101RNAEXT,B0021078RNAEXT,B0020938RNAEXT,B0021062RNAEXT,B0020945RNAEXT,B0020937RNAEXT,B0021006RNAEXT,B0020943RNAEXT,B0021059RNAEXT,B0021005RNAEXT,B0020898STOEXT,B0020950RNAEXT,B0020969RNAEXT,B0021012RNAEXT,B0021033RNAEXT,B0020956RNAEXT,B0020994RNAEXT,B0021089RNAEXT,B0020999RNAEXT,B0020903RNAEXT,B0021066RNAEXT,B0021023RNAEXT,B0020967RNAEXT,B0021035RNAEXT,B0021072RNAEXT,B0021067RNAEXT,B0021085RNAEXT,B0021008RNAEXT,B0021090RNAEXT
PR_FZ001_S2,B0021158RNAEXT,B0021215RNAEXT,B0021140RNAEXT,B0021248RNAEXT,B0021178RETEXT,B0021170RNAEXT,B0021187RNAEXT,B0021132RNAEXT,B0021143RNAEXT,B0021357RNAEXT,B0021209RNAEXT,B0021106RNAEXT,B0021108RNAEXT,B0021175RNAEXT,B0021025STOEXT,B0021131RNAEXT,B0021144RNAEXT,B0021172RNAEXT,B0021146RNAEXT,B0021189RNAEXT,B0021351RNAEXT,B0021076STOEXT,B0021217RNAEXT,B0021030STOEXT,B0021136RNAEXT,B0021333RNAEXT,B0021183RNAEXT,B0021049RNAEXT,B0021117RNAEXT,B0021032RNAEXT,B0021095RNAEXT,B0021141RNAEXT,B0021138RNAEXT,B0021192RNAEXT,B0021099RNAEXT,B0020903STOEXT,B0020958STOEXT,B0021199RNAEXT,B0021160RNAEXT,B0021081RNAEXT,B0021050RNAEXT,B0021052RNAEXT,B0021124RNAEXT,B0021177RNAEXT,B0021163RNAEXT,B0021153RNAEXT,B0021142RNAEXT,B0021086RNAEXT,B0021093RNAEXT,B0021218RNAEXT,B0021130RNAEXT,B0021102RNAEXT,B0021154RNAEXT,B0021034RNAEXT,B0021352RNAEXT,B0021182RNAEXT,B0021110RNAEXT,B0021107RNAEXT,B0021196RNAEXT,B0021230RNAEXT,B0021150RNAEXT,B0021169RNAEXT,B0021166RNAEXT,B0021118RNAEXT,B0021037RNAEXT,B0021302RNAEXT,B0021147RNAEXT,B0021126RNAEXT,B0021097RNAEXT,B0021305RNAEXT,B0021195RNAEXT,B0021179RNAEXT,B0021134RNAEXT,B0021111RNAEXT,B0021180RNAEXT,B0021135RNAEXT,B0021174RNAEXT,B0021155RNAEXT,B0021139RNAEXT,B0021035STOEXT,B0021157RNAEXT,B0021171RNAEXT,B0021024RNAEXT,B0021181RNAEXT,B0021091RNAEXT,B0021227RNAEXT,B0021222RNAEXT,B0021365RNAEXT,B0021127RNAEXT,B0021186RNAEXT,B0021128RNAEXT,B0021096RNAEXT,B0021048RNAEXT,B0021234RNAEXT,B0020905STOEXT,B0021161RNAEXT,B0021087RNAEXT,B0021164RNAEXT,B0021115RNAEXT,B0021349RNAEXT,B0021045RNAEXT,B0021133RNAEXT,B0021125RNAEXT,B0021214RNAEXT,B0021173RNAEXT,B0021191RNAEXT,B0021129RNAEXT,B0021137RNAEXT,B0021156RNAEXT,B0021193RNAEXT,B0021151RETEXT,B0021233RNAEXT,B0020928STOEXT,B0021114RNAEXT,B0021112RNAEXT,B0021148RNAEXT,B0021176RNAEXT,B0021162RNAEXT,B0021188RNAEXT,B0021165RNAEXT,B0021185RNAEXT,B0021221RNAEXT,B0021336RETEXT,B0021304RNAEXT,B0021103RNAEXT,B0021031RNAEXT,B0021033STOEXT,B0021159RNAEXT,B0021219RETEXT,B0021167RNAEXT,B0021216RNAEXT,B0021149RNAEXT,B0021077RNAEXT,B0021350RNAEXT,B0021152RNAEXT,B0021123RNAEXT,B0021109RNAEXT,B0021145RNAEXT,B0021220RETEXT,B0021098RNAEXT,B0021190RNAEXT,B0021028STOEXT
PR_FZ001_S3,B0020916STOEXT,B0021300RNAEXT,B0021245RNAEXT,B0021360RNAEXT,B0021227STOEXT,B0021306RNAEXT,B0021250RNAEXT,B0021265RNAEXT,B0021297RETEXT,B0021243RNAEXT,B0021288RNAEXT,B0021313RNAEXT,B0021210RNAEXT,B0021267RNAEXT,B0021312RNAEXT,B0021295RNAEXT,B0021342RNAEXT,B0021334RNAEXT,B0021013STOEXT,B0021308RNAEXT,B0021326RNAEXT,B0021184RNAEXT,B0021343RNAEXT,B0021282RNAEXT,B0021263RNAEXT,B0021292RNAEXT,B0021354RNAEXT,B0021239RNAEXT,B0021346RNAEXT,B0021287RNAEXT,B0021364RNAEXT,B0021203STOEXT,B0020991STOEXT,B0021207STOEXT,B0021194STOEXT,B0021010STOEXT,B0021261RNAEXT,B0020980STOEXT,B0021229RNAEXT,B0021194RNAEXT,B0021339RNAEXT,B0021289RNAEXT,B0021314RNAEXT,B0021315RNAEXT,B0021329RNAEXT,B0021303RNAEXT,B0021325RNAEXT,B0021224RNAEXT,B0021211STOEXT,B0021145STOEXT,B0021330RNAEXT,B0021253RNAEXT,B0021309RNAEXT,B0021258RNAEXT,B0021271RNAEXT,B0021294RETEXT,B0021232RNAEXT,B0021291RNAEXT,B0021281RNAEXT,B0021284RNAEXT,B0021299RNAEXT,B0021259RNAEXT,B0021168RNAEXT,B0021262RNAEXT,B0021331RNAEXT,B0021332RNAEXT,B0021264RNAEXT,B0021207RNAEXT,B0021341RNAEXT,B0021204STOEXT,B0021408RNAEXT,B0021347RNAEXT,B0021310RNAEXT,B0021272RNAEXT,B0021316RNAEXT,B0021205RNAEXT,B0021078STOEXT,B0020981STOEXT,B0021260RNAEXT,B0021422RNAEXT,B0021290RNAEXT,B0021285RNAEXT,B0021221STOEXT,B0021311RNAEXT,B0021335RNAEXT,B0021223RNAEXT,B0021317RNAEXT,B0021255RNAEXT,B0021355RNAEXT,B0021270RNAEXT,B0021353RNAEXT,B0021231RNAEXT,B0021279RNAEXT,B0021257RETEXT,B0021324RNAEXT,B0021277RNAEXT,B0021251RNAEXT,B0021285STOEXT,B0021323RNAEXT,B0021321RNAEXT,B0021322RNAEXT,B0021286RNAEXT,B0021203RNAEXT,B0021269RNAEXT,B0021301RNAEXT,B0021278RNAEXT,B0021197RNAEXT,B0021273RNAEXT,B0021307RNAEXT,B0021005STOEXT,B0021197STOEXT,B0021280RNAEXT,B0021211RNAEXT,B0021266RNAEXT,B0021158STOEXT,B0021358RNAEXT,B0021212RNAEXT,B0021298RNAEXT,B0021275RNAEXT,B0021328RNAEXT,B0021268RNAEXT,B0021293RNAEXT,B0021204RNAEXT,B0021348RNAEXT,B0021283RNAEXT,B0021256RNAEXT,B0021318RNAEXT,B0021006STOEXT,B0021320RNAEXT,B0021327RNAEXT,B0021049STOEXT,B0021362RNAEXT
